date,Megawatts
Unnamed: 290,
2020-03-11 00:00:00,255868.0
2020-03-11 01:00:00,246337.0
2020-03-11 02:00:00,240353.0
2020-03-11 03:00:00,237398.0
2020-03-11 04:00:00,242124.0
2020-03-11 05:00:00,259185.0
2020-03-11 06:00:00,288761.0
2020-03-11 07:00:00,308108.0
2020-03-11 08:00:00,304023.0
2020-03-11 09:00:00,294490.0
2020-03-11 10:00:00,281703.0
2020-03-11 11:00:00,271592.0
2020-03-11 12:00:00,264752.0
2020-03-11 13:00:00,260864.0
2020-03-11 14:00:00,262293.0
2020-03-11 15:00:00,267238.0
2020-03-11 16:00:00,276641.0
2020-03-11 17:00:00,292529.0
2020-03-11 18:00:00,309148.0
2020-03-11 19:00:00,327959.0
2020-03-11 20:00:00,324322.0
2020-03-11 21:00:00,309974.0
2020-03-11 22:00:00,288160.0
2020-03-11 23:00:00,267015.0
