date,Megawatts
Unnamed: 290,
2019-10-15 00:00:00,251811.0
2019-10-15 01:00:00,243069.0
2019-10-15 02:00:00,237175.0
2019-10-15 03:00:00,235182.0
2019-10-15 04:00:00,240024.0
2019-10-15 05:00:00,256035.0
2019-10-15 06:00:00,283848.0
2019-10-15 07:00:00,297629.0
2019-10-15 08:00:00,296576.0
2019-10-15 09:00:00,293256.0
2019-10-15 10:00:00,289921.0
2019-10-15 11:00:00,286380.0
2019-10-15 12:00:00,287009.0
2019-10-15 13:00:00,295313.0
2019-10-15 14:00:00,308338.0
2019-10-15 15:00:00,322687.0
2019-10-15 16:00:00,334953.0
2019-10-15 17:00:00,345018.0
2019-10-15 18:00:00,353354.0
2019-10-15 19:00:00,353061.0
2019-10-15 20:00:00,339847.0
2019-10-15 21:00:00,321268.0
2019-10-15 22:00:00,295713.0
2019-10-15 23:00:00,273667.0
